<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GBPUSD,D,20170528,000000,1.2805000,1.2805000,1.2789000,1.2802000,315
GBPUSD,D,20170529,000000,1.2806000,1.2850000,1.2795000,1.2839000,1049181
GBPUSD,D,20170530,000000,1.2839000,1.2888000,1.2792000,1.2857000,1457141
GBPUSD,D,20170531,000000,1.2857000,1.2921000,1.2768000,1.2888000,1622772
GBPUSD,D,20170601,000000,1.2889000,1.2916000,1.2828000,1.2879000,1588901
GBPUSD,D,20170602,000000,1.2877000,1.2904000,1.2843000,1.2882000,1488261
GBPUSD,D,20170604,000000,1.2864000,1.2864000,1.2848000,1.2856000,428
GBPUSD,D,20170605,000000,1.2856000,1.2941000,1.2855000,1.2905000,1423404
GBPUSD,D,20170606,000000,1.2900000,1.2951000,1.2870000,1.2909000,1455746
GBPUSD,D,20170607,000000,1.2909000,1.2969000,1.2885000,1.2956000,1519300
GBPUSD,D,20170608,000000,1.2956000,1.2978000,1.2905000,1.2952000,1613299
GBPUSD,D,20170609,000000,1.2952000,1.2964000,1.2634000,1.2738000,2476020
GBPUSD,D,20170610,000000,1.2738000,1.2738000,1.2738000,1.2738000,1
GBPUSD,D,20170611,000000,1.2720000,1.2723000,1.2701000,1.2713000,908
GBPUSD,D,20170612,000000,1.2712000,1.2769000,1.2636000,1.2657000,1385991
GBPUSD,D,20170613,000000,1.2656000,1.2757000,1.2639000,1.2753000,1472994
GBPUSD,D,20170614,000000,1.2751000,1.2818000,1.2721000,1.2749000,1961400
GBPUSD,D,20170615,000000,1.2748000,1.2796000,1.2689000,1.2752000,1662007
GBPUSD,D,20170616,000000,1.2752000,1.2806000,1.2748000,1.2777000,1384129
GBPUSD,D,20170617,000000,1.2772000,1.2777000,1.2772000,1.2777000,4
GBPUSD,D,20170618,000000,1.2783000,1.2786000,1.2739000,1.2761000,328
GBPUSD,D,20170619,000000,1.2759000,1.2815000,1.2722000,1.2734000,1372409
GBPUSD,D,20170620,000000,1.2733000,1.2758000,1.2602000,1.2629000,1443406
GBPUSD,D,20170621,000000,1.2629000,1.2710000,1.2587000,1.2670000,1308533
GBPUSD,D,20170622,000000,1.2668000,1.2691000,1.2651000,1.2681000,1323218
GBPUSD,D,20170623,000000,1.2681000,1.2744000,1.2673000,1.2717000,1003912
GBPUSD,D,20170624,000000,1.2716000,1.2716000,1.2714000,1.2715000,3
GBPUSD,D,20170625,000000,1.2728000,1.2741000,1.2723000,1.2735000,243
GBPUSD,D,20170626,000000,1.2734000,1.2760000,1.2703000,1.2720000,1300761
GBPUSD,D,20170627,000000,1.2722000,1.2861000,1.2714000,1.2814000,1547888
GBPUSD,D,20170628,000000,1.2810000,1.2972000,1.2792000,1.2926000,1805510
GBPUSD,D,20170629,000000,1.2922000,1.3016000,1.2920000,1.3002000,1701732
GBPUSD,D,20170630,000000,1.3003000,1.3030000,1.2945000,1.3020000,1537650
GBPUSD,D,20170701,000000,1.3023000,1.3023000,1.3021000,1.3022000,3
GBPUSD,D,20170702,000000,1.3010000,1.3017000,1.3000000,1.3001000,375
GBPUSD,D,20170703,000000,1.3000000,1.3025000,1.2930000,1.2941000,1412692
GBPUSD,D,20170704,000000,1.2941000,1.2959000,1.2912000,1.2916000,1386492
GBPUSD,D,20170705,000000,1.2916000,1.2948000,1.2892000,1.2933000,1478060
GBPUSD,D,20170706,000000,1.2933000,1.2984000,1.2917000,1.2969000,1510211
GBPUSD,D,20170707,000000,1.2968000,1.2975000,1.2863000,1.2886000,1382680
GBPUSD,D,20170708,000000,1.2889000,1.2889000,1.2888000,1.2888000,2
GBPUSD,D,20170709,000000,1.2882000,1.2884000,1.2872000,1.2880000,489
GBPUSD,D,20170710,000000,1.2878000,1.2908000,1.2854000,1.2879000,1118685
GBPUSD,D,20170711,000000,1.2880000,1.2927000,1.2829000,1.2846000,1288298
GBPUSD,D,20170712,000000,1.2846000,1.2907000,1.2809000,1.2879000,1625768
GBPUSD,D,20170713,000000,1.2879000,1.2955000,1.2877000,1.2935000,1441279
GBPUSD,D,20170714,000000,1.2937000,1.3114000,1.2932000,1.3096000,1358398
GBPUSD,D,20170715,000000,1.3094000,1.3102000,1.3090000,1.3090000,7
GBPUSD,D,20170716,000000,1.3099000,1.3108000,1.3093000,1.3095000,468
GBPUSD,D,20170717,000000,1.3096000,1.3113000,1.3044000,1.3051000,1280499
GBPUSD,D,20170718,000000,1.3051000,1.3126000,1.3003000,1.3036000,1654983
GBPUSD,D,20170719,000000,1.3038000,1.3053000,1.3009000,1.3018000,1289836
GBPUSD,D,20170720,000000,1.3020000,1.3033000,1.2931000,1.2965000,1631707
GBPUSD,D,20170721,000000,1.2965000,1.3020000,1.2951000,1.2992000,1377329
GBPUSD,D,20170722,000000,1.2992000,1.2998000,1.2992000,1.2993000,7
GBPUSD,D,20170723,000000,1.2988000,1.3007000,1.2988000,1.2991000,288
GBPUSD,D,20170724,000000,1.2994000,1.3058000,1.2987000,1.3026000,1237489
GBPUSD,D,20170725,000000,1.3027000,1.3084000,1.3007000,1.3023000,1303104
GBPUSD,D,20170726,000000,1.3023000,1.3123000,1.2999000,1.3117000,1490490
GBPUSD,D,20170727,000000,1.3117000,1.3159000,1.3051000,1.3065000,1637370
GBPUSD,D,20170728,000000,1.3062000,1.3152000,1.3057000,1.3134000,1471901
GBPUSD,D,20170729,000000,1.3133000,1.3133000,1.3131000,1.3131000,3
GBPUSD,D,20170730,000000,1.3132000,1.3137000,1.3121000,1.3121000,60
GBPUSD,D,20170731,000000,1.3122000,1.3225000,1.3095000,1.3212000,1389702
GBPUSD,D,20170801,000000,1.3212000,1.3245000,1.3188000,1.3199000,1409286
GBPUSD,D,20170802,000000,1.3201000,1.3252000,1.3188000,1.3220000,1337175
GBPUSD,D,20170803,000000,1.3222000,1.3269000,1.3110000,1.3137000,1499224
GBPUSD,D,20170804,000000,1.3134000,1.3164000,1.3022000,1.3040000,1356236
GBPUSD,D,20170805,000000,1.3035000,1.3036000,1.3032000,1.3036000,4
GBPUSD,D,20170806,000000,1.3029000,1.3044000,1.3029000,1.3040000,220
GBPUSD,D,20170807,000000,1.3041000,1.3059000,1.3012000,1.3033000,1205481
GBPUSD,D,20170808,000000,1.3034000,1.3054000,1.2951000,1.2991000,1251467
GBPUSD,D,20170809,000000,1.2990000,1.3028000,1.2966000,1.3003000,1386971
GBPUSD,D,20170810,000000,1.3001000,1.3015000,1.2950000,1.2976000,1417878
GBPUSD,D,20170811,000000,1.2974000,1.3032000,1.2938000,1.3008000,1422612
GBPUSD,D,20170813,000000,1.3008000,1.3013000,1.2995000,1.2995000,144
GBPUSD,D,20170814,000000,1.3007000,1.3022000,1.2955000,1.2963000,1241392
GBPUSD,D,20170815,000000,1.2963000,1.2970000,1.2844000,1.2866000,1265624
GBPUSD,D,20170816,000000,1.2868000,1.2903000,1.2840000,1.2890000,1354129
GBPUSD,D,20170817,000000,1.2891000,1.2909000,1.2851000,1.2864000,1435421
GBPUSD,D,20170818,000000,1.2865000,1.2918000,1.2830000,1.2873000,1332120
GBPUSD,D,20170819,000000,1.2868000,1.2873000,1.2868000,1.2873000,21
GBPUSD,D,20170820,000000,1.2864000,1.2869000,1.2860000,1.2864000,155
GBPUSD,D,20170821,000000,1.2858000,1.2917000,1.2848000,1.2896000,1079107
GBPUSD,D,20170822,000000,1.2897000,1.2909000,1.2809000,1.2822000,1169641
GBPUSD,D,20170823,000000,1.2822000,1.2834000,1.2777000,1.2797000,1271209
GBPUSD,D,20170824,000000,1.2797000,1.2837000,1.2773000,1.2799000,1271827
GBPUSD,D,20170825,000000,1.2800000,1.2889000,1.2792000,1.2877000,1534031
GBPUSD,D,20170827,000000,1.2897000,1.2945000,1.2896000,1.2923000,957
GBPUSD,D,20170828,000000,1.2925000,1.2943000,1.2871000,1.2930000,1098776
GBPUSD,D,20170829,000000,1.2931000,1.2979000,1.2913000,1.2919000,1498749
GBPUSD,D,20170830,000000,1.2914000,1.2938000,1.2876000,1.2924000,1346893
GBPUSD,D,20170831,000000,1.2924000,1.2935000,1.2851000,1.2929000,1398223
GBPUSD,D,20170901,000000,1.2929000,1.2996000,1.2903000,1.2948000,1331451
GBPUSD,D,20170903,000000,1.2948000,1.2962000,1.2936000,1.2959000,276
GBPUSD,D,20170904,000000,1.2960000,1.2966000,1.2911000,1.2930000,1134413
GBPUSD,D,20170905,000000,1.2930000,1.3043000,1.2907000,1.3030000,1515131
GBPUSD,D,20170906,000000,1.3030000,1.3082000,1.3017000,1.3042000,1438179
GBPUSD,D,20170907,000000,1.3040000,1.3116000,1.3031000,1.3099000,1639001
GBPUSD,D,20170908,000000,1.3100000,1.3224000,1.3092000,1.3195000,1492126
GBPUSD,D,20170909,000000,1.3192000,1.3193000,1.3192000,1.3193000,2
GBPUSD,D,20170910,000000,1.3195000,1.3197000,1.3174000,1.3183000,428
GBPUSD,D,20170911,000000,1.3183000,1.3222000,1.3158000,1.3161000,1310518
GBPUSD,D,20170912,000000,1.3163000,1.3298000,1.3158000,1.3282000,1357559
GBPUSD,D,20170913,000000,1.3282000,1.3329000,1.3183000,1.3206000,1527314
GBPUSD,D,20170914,000000,1.3206000,1.3406000,1.3147000,1.3395000,1732128
GBPUSD,D,20170915,000000,1.3397000,1.3617000,1.3380000,1.3588000,1802546
GBPUSD,D,20170916,000000,1.3592000,1.3592000,1.3585000,1.3589000,28
GBPUSD,D,20170917,000000,1.3578000,1.3583000,1.3552000,1.3557000,487
GBPUSD,D,20170918,000000,1.3557000,1.3619000,1.3463000,1.3490000,1564214
GBPUSD,D,20170919,000000,1.3490000,1.3552000,1.3467000,1.3506000,1596916
GBPUSD,D,20170920,000000,1.3504000,1.3658000,1.3451000,1.3493000,1832515
GBPUSD,D,20170921,000000,1.3492000,1.3587000,1.3469000,1.3580000,1641771
GBPUSD,D,20170922,000000,1.3580000,1.3596000,1.3448000,1.3500000,1502202
GBPUSD,D,20170923,000000,1.3494000,1.3494000,1.3494000,1.3494000,1
GBPUSD,D,20170924,000000,1.3491000,1.3514000,1.3470000,1.3485000,662
GBPUSD,D,20170925,000000,1.3488000,1.3571000,1.3430000,1.3462000,1498672
GBPUSD,D,20170926,000000,1.3462000,1.3515000,1.3407000,1.3459000,1567824
GBPUSD,D,20170927,000000,1.3457000,1.3462000,1.3362000,1.3383000,1696561
GBPUSD,D,20170928,000000,1.3385000,1.3456000,1.3342000,1.3438000,1555422
GBPUSD,D,20170929,000000,1.3438000,1.3443000,1.3348000,1.3395000,1471994
GBPUSD,D,20170930,000000,1.3397000,1.3397000,1.3393000,1.3393000,2
GBPUSD,D,20171001,000000,1.3394000,1.3394000,1.3368000,1.3370000,432
GBPUSD,D,20171002,000000,1.3371000,1.3402000,1.3255000,1.3271000,1463486
GBPUSD,D,20171003,000000,1.3271000,1.3288000,1.3221000,1.3233000,1414301
GBPUSD,D,20171004,000000,1.3238000,1.3292000,1.3231000,1.3247000,1398672
GBPUSD,D,20171005,000000,1.3247000,1.3250000,1.3106000,1.3118000,1342419
GBPUSD,D,20171006,000000,1.3119000,1.3121000,1.3026000,1.3065000,1473201
GBPUSD,D,20171007,000000,1.3060000,1.3065000,1.3060000,1.3063000,20
GBPUSD,D,20171008,000000,1.3063000,1.3120000,1.3052000,1.3094000,1043
GBPUSD,D,20171009,000000,1.3092000,1.3184000,1.3073000,1.3141000,1052493
GBPUSD,D,20171010,000000,1.3141000,1.3226000,1.3129000,1.3201000,1310206
GBPUSD,D,20171011,000000,1.3203000,1.3234000,1.3174000,1.3222000,1327247
GBPUSD,D,20171012,000000,1.3222000,1.3291000,1.3120000,1.3261000,1607328
GBPUSD,D,20171013,000000,1.3259000,1.3338000,1.3246000,1.3281000,1470857
GBPUSD,D,20171014,000000,1.3287000,1.3287000,1.3283000,1.3283000,2
GBPUSD,D,20171015,000000,1.3282000,1.3307000,1.3282000,1.3296000,353
GBPUSD,D,20171016,000000,1.3295000,1.3312000,1.3224000,1.3248000,1233005
GBPUSD,D,20171017,000000,1.3251000,1.3287000,1.3153000,1.3185000,1458310
GBPUSD,D,20171018,000000,1.3189000,1.3212000,1.3139000,1.3203000,1419518
GBPUSD,D,20171019,000000,1.3205000,1.3229000,1.3130000,1.3155000,1570894
GBPUSD,D,20171020,000000,1.3155000,1.3201000,1.3086000,1.3180000,1567906
GBPUSD,D,20171021,000000,1.3185000,1.3185000,1.3185000,1.3185000,1
GBPUSD,D,20171022,000000,1.3185000,1.3188000,1.3171000,1.3181000,378
GBPUSD,D,20171023,000000,1.3181000,1.3227000,1.3157000,1.3196000,1325048
GBPUSD,D,20171024,000000,1.3197000,1.3228000,1.3112000,1.3132000,1346756
GBPUSD,D,20171025,000000,1.3132000,1.3272000,1.3109000,1.3262000,1599303
GBPUSD,D,20171026,000000,1.3262000,1.3279000,1.3145000,1.3158000,1469598
GBPUSD,D,20171027,000000,1.3158000,1.3162000,1.3069000,1.3132000,1513998
GBPUSD,D,20171028,000000,1.3125000,1.3125000,1.3125000,1.3125000,1
GBPUSD,D,20171029,000000,1.3126000,1.3127000,1.3105000,1.3122000,138
GBPUSD,D,20171030,000000,1.3129000,1.3215000,1.3116000,1.3206000,1357391
GBPUSD,D,20171031,000000,1.3207000,1.3289000,1.3190000,1.3282000,1424532
GBPUSD,D,20171101,000000,1.3282000,1.3321000,1.3238000,1.3243000,1640903
GBPUSD,D,20171102,000000,1.3243000,1.3299000,1.3042000,1.3058000,1831209
GBPUSD,D,20171103,000000,1.3058000,1.3133000,1.3038000,1.3075000,1437577
GBPUSD,D,20171104,000000,1.3076000,1.3076000,1.3073000,1.3075000,8
GBPUSD,D,20171105,000000,1.3074000,1.3081000,1.3066000,1.3068000,165
GBPUSD,D,20171106,000000,1.3070000,1.3174000,1.3057000,1.3174000,1263858
GBPUSD,D,20171107,000000,1.3173000,1.3178000,1.3108000,1.3166000,1418981
GBPUSD,D,20171108,000000,1.3167000,1.3176000,1.3084000,1.3118000,1289468
GBPUSD,D,20171109,000000,1.3118000,1.3166000,1.3084000,1.3146000,1663370
GBPUSD,D,20171110,000000,1.3147000,1.3230000,1.3111000,1.3198000,1537994
GBPUSD,D,20171111,000000,1.3197000,1.3198000,1.3185000,1.3187000,37396
GBPUSD,D,20171112,000000,1.3189000,1.3194000,1.3178000,1.3181000,523
GBPUSD,D,20171113,000000,1.3179000,1.3184000,1.3060000,1.3121000,1444016
GBPUSD,D,20171114,000000,1.3122000,1.3187000,1.3073000,1.3161000,1366184
GBPUSD,D,20171115,000000,1.3161000,1.3214000,1.3129000,1.3167000,1892625
GBPUSD,D,20171116,000000,1.3168000,1.3208000,1.3134000,1.3191000,1698227
GBPUSD,D,20171117,000000,1.3191000,1.3260000,1.3168000,1.3216000,1797839
GBPUSD,D,20171118,000000,1.3216000,1.3219000,1.3208000,1.3212000,37521
GBPUSD,D,20171119,000000,1.3217000,1.3217000,1.3206000,1.3206000,147
GBPUSD,D,20171120,000000,1.3206000,1.3280000,1.3184000,1.3231000,1571936
GBPUSD,D,20171121,000000,1.3231000,1.3267000,1.3208000,1.3233000,1575778
GBPUSD,D,20171122,000000,1.3233000,1.3324000,1.3212000,1.3319000,1522788
GBPUSD,D,20171123,000000,1.3320000,1.3337000,1.3283000,1.3308000,1192663
GBPUSD,D,20171124,000000,1.3308000,1.3360000,1.3276000,1.3332000,1256312
GBPUSD,D,20171125,000000,1.3333000,1.3342000,1.3323000,1.3335000,44089
GBPUSD,D,20171126,000000,1.3335000,1.3345000,1.3330000,1.3336000,80
GBPUSD,D,20171127,000000,1.3324000,1.3383000,1.3308000,1.3318000,1336601
GBPUSD,D,20171128,000000,1.3320000,1.3388000,1.3220000,1.3351000,1984750
GBPUSD,D,20171129,000000,1.3351000,1.3448000,1.3333000,1.3410000,1941171
GBPUSD,D,20171130,000000,1.3410000,1.3549000,1.3404000,1.3525000,2081921
GBPUSD,D,20171201,000000,1.3525000,1.3550000,1.3444000,1.3470000,2149159
GBPUSD,D,20171202,000000,1.3471000,1.3483000,1.3464000,1.3468000,61525
GBPUSD,D,20171203,000000,1.3457000,1.3459000,1.3430000,1.3432000,514
GBPUSD,D,20171204,000000,1.3433000,1.3539000,1.3412000,1.3465000,1758131
GBPUSD,D,20171205,000000,1.3464000,1.3482000,1.3369000,1.3444000,1772493
GBPUSD,D,20171206,000000,1.3443000,1.3448000,1.3357000,1.3384000,1666897
GBPUSD,D,20171207,000000,1.3384000,1.3485000,1.3319000,1.3477000,1644228
GBPUSD,D,20171208,000000,1.3477000,1.3520000,1.3354000,1.3388000,1818043
GBPUSD,D,20171209,000000,1.3389000,1.3408000,1.3373000,1.3385000,54678
GBPUSD,D,20171210,000000,1.3379000,1.3385000,1.3363000,1.3382000,256
GBPUSD,D,20171211,000000,1.3384000,1.3432000,1.3330000,1.3338000,1301115
GBPUSD,D,20171212,000000,1.3338000,1.3380000,1.3302000,1.3321000,1563626
GBPUSD,D,20171213,000000,1.3321000,1.3430000,1.3310000,1.3417000,1417100
GBPUSD,D,20171214,000000,1.3418000,1.3466000,1.3391000,1.3430000,1833101
GBPUSD,D,20171215,000000,1.3430000,1.3448000,1.3300000,1.3327000,1767532
GBPUSD,D,20171216,000000,1.3327000,1.3332000,1.3314000,1.3317000,42446
GBPUSD,D,20171217,000000,1.3319000,1.3329000,1.3313000,1.3319000,124
GBPUSD,D,20171218,000000,1.3320000,1.3419000,1.3308000,1.3383000,1450049
GBPUSD,D,20171219,000000,1.3383000,1.3403000,1.3329000,1.3387000,1713847
GBPUSD,D,20171220,000000,1.3386000,1.3420000,1.3375000,1.3386000,1561491
GBPUSD,D,20171221,000000,1.3386000,1.3388000,1.3330000,1.3386000,1581589
GBPUSD,D,20171222,000000,1.3385000,1.3398000,1.3357000,1.3364000,1480870
GBPUSD,D,20171223,000000,1.3365000,1.3371000,1.3345000,1.3361000,55410
GBPUSD,D,20171224,000000,1.3356000,1.3356000,1.3356000,1.3356000,181
GBPUSD,D,20171225,000000,1.3356000,1.3394000,1.3356000,1.3366000,12078
GBPUSD,D,20171226,000000,1.3366000,1.3389000,1.3346000,1.3378000,850171
GBPUSD,D,20171227,000000,1.3377000,1.3430000,1.3366000,1.3402000,1386724
GBPUSD,D,20171228,000000,1.3402000,1.3457000,1.3389000,1.3443000,1397130
GBPUSD,D,20171229,000000,1.3442000,1.3544000,1.3424000,1.3499000,1469608
GBPUSD,D,20171230,000000,1.3501000,1.3511000,1.3493000,1.3501000,33519
GBPUSD,D,20171231,000000,1.3512000,1.3512000,1.3510000,1.3510000,60
GBPUSD,D,20180101,000000,1.3505000,1.3518000,1.3491000,1.3517000,1350
GBPUSD,D,20180102,000000,1.3515000,1.3601000,1.3498000,1.3596000,1500804
GBPUSD,D,20180103,000000,1.3596000,1.3613000,1.3493000,1.3511000,1595774
GBPUSD,D,20180104,000000,1.3511000,1.3560000,1.3503000,1.3552000,1562635
GBPUSD,D,20180105,000000,1.3553000,1.3583000,1.3522000,1.3567000,1589670
GBPUSD,D,20180106,000000,1.3567000,1.3569000,1.3561000,1.3564000,46787
GBPUSD,D,20180107,000000,1.3570000,1.3573000,1.3554000,1.3558000,458
GBPUSD,D,20180108,000000,1.3561000,1.3586000,1.3522000,1.3565000,1317828
GBPUSD,D,20180109,000000,1.3565000,1.3582000,1.3504000,1.3540000,1475169
GBPUSD,D,20180110,000000,1.3539000,1.3562000,1.3481000,1.3512000,1878298
GBPUSD,D,20180111,000000,1.3512000,1.3555000,1.3456000,1.3536000,1786857
GBPUSD,D,20180112,000000,1.3535000,1.3737000,1.3529000,1.3732000,1995529
GBPUSD,D,20180113,000000,1.3731000,1.3744000,1.3724000,1.3725000,76309
GBPUSD,D,20180114,000000,1.3727000,1.3738000,1.3727000,1.3737000,198
GBPUSD,D,20180115,000000,1.3736000,1.3820000,1.3723000,1.3798000,1636115
GBPUSD,D,20180116,000000,1.3797000,1.3806000,1.3740000,1.3795000,1782889
GBPUSD,D,20180117,000000,1.3794000,1.3943000,1.3755000,1.3855000,2104394
GBPUSD,D,20180118,000000,1.3855000,1.3913000,1.3803000,1.3890000,2033639
GBPUSD,D,20180119,000000,1.3890000,1.3945000,1.3838000,1.3863000,1959002
GBPUSD,D,20180120,000000,1.3862000,1.3873000,1.3844000,1.3854000,104399
GBPUSD,D,20180121,000000,1.3875000,1.3889000,1.3871000,1.3887000,584
GBPUSD,D,20180122,000000,1.3886000,1.3991000,1.3855000,1.3988000,1705467
GBPUSD,D,20180123,000000,1.3988000,1.4028000,1.3915000,1.3997000,1974965
GBPUSD,D,20180124,000000,1.3997000,1.4242000,1.3994000,1.4208000,2273796
GBPUSD,D,20180125,000000,1.4208000,1.4346000,1.4082000,1.4141000,2894027
GBPUSD,D,20180126,000000,1.4141000,1.4287000,1.4106000,1.4146000,2629646
GBPUSD,D,20180127,000000,1.4146000,1.4170000,1.4141000,1.4154000,78656
GBPUSD,D,20180128,000000,1.4157000,1.4157000,1.4140000,1.4142000,58
GBPUSD,D,20180129,000000,1.4142000,1.4159000,1.4024000,1.4075000,1965069
GBPUSD,D,20180130,000000,1.4074000,1.4167000,1.3979000,1.4140000,2348734
GBPUSD,D,20180131,000000,1.4139000,1.4233000,1.4121000,1.4198000,2620554
GBPUSD,D,20180201,000000,1.4198000,1.4278000,1.4158000,1.4271000,2125875
GBPUSD,D,20180202,000000,1.4271000,1.4278000,1.4100000,1.4122000,1949431
GBPUSD,D,20180203,000000,1.4122000,1.4123000,1.4111000,1.4120000,51313
GBPUSD,D,20180204,000000,1.4121000,1.4134000,1.4103000,1.4103000,618
GBPUSD,D,20180205,000000,1.4105000,1.4151000,1.3963000,1.3965000,2417871
GBPUSD,D,20180206,000000,1.3965000,1.4000000,1.3835000,1.3949000,2936249
GBPUSD,D,20180207,000000,1.3949000,1.3994000,1.3847000,1.3879000,2295092
GBPUSD,D,20180208,000000,1.3879000,1.4067000,1.3844000,1.3897000,2737719
GBPUSD,D,20180209,000000,1.3898000,1.3987000,1.3763000,1.3820000,2618376
GBPUSD,D,20180210,000000,1.3821000,1.3833000,1.3818000,1.3828000,64053
GBPUSD,D,20180211,000000,1.3818000,1.3820000,1.3809000,1.3811000,249
GBPUSD,D,20180212,000000,1.3811000,1.3876000,1.3795000,1.3833000,1619048
GBPUSD,D,20180213,000000,1.3834000,1.3924000,1.3829000,1.3886000,1986064
GBPUSD,D,20180214,000000,1.3886000,1.4017000,1.3799000,1.4016000,2155496
GBPUSD,D,20180215,000000,1.4016000,1.4105000,1.3992000,1.4098000,2347386
GBPUSD,D,20180216,000000,1.4099000,1.4145000,1.3995000,1.4012000,2082091
GBPUSD,D,20180217,000000,1.4012000,1.4037000,1.4010000,1.4025000,45548
GBPUSD,D,20180218,000000,1.4024000,1.4031000,1.4004000,1.4008000,327
GBPUSD,D,20180219,000000,1.4013000,1.4050000,1.3957000,1.3998000,1301022
GBPUSD,D,20180220,000000,1.3998000,1.4025000,1.3930000,1.3991000,1752332
GBPUSD,D,20180221,000000,1.3991000,1.4009000,1.3904000,1.3919000,2020812
GBPUSD,D,20180222,000000,1.3920000,1.3989000,1.3855000,1.3949000,1768741
GBPUSD,D,20180223,000000,1.3949000,1.4006000,1.3904000,1.3966000,1652980
GBPUSD,D,20180224,000000,1.3966000,1.3972000,1.3961000,1.3965000,53299
GBPUSD,D,20180225,000000,1.3970000,1.3981000,1.3967000,1.3969000,636
GBPUSD,D,20180226,000000,1.3974000,1.4070000,1.3927000,1.3964000,1431322
GBPUSD,D,20180227,000000,1.3964000,1.3996000,1.3857000,1.3905000,1941890
GBPUSD,D,20180228,000000,1.3904000,1.3917000,1.3755000,1.3766000,1879871
GBPUSD,D,20180301,000000,1.3765000,1.3786000,1.3710000,1.3774000,1916325
GBPUSD,D,20180302,000000,1.3774000,1.3817000,1.3754000,1.3791000,2032388
GBPUSD,D,20180303,000000,1.3790000,1.3804000,1.3787000,1.3799000,54311
GBPUSD,D,20180304,000000,1.3793000,1.3811000,1.3791000,1.3807000,302
GBPUSD,D,20180305,000000,1.3809000,1.3878000,1.3766000,1.3847000,2011356
GBPUSD,D,20180306,000000,1.3846000,1.3930000,1.3815000,1.3888000,2055404
GBPUSD,D,20180307,000000,1.3888000,1.3913000,1.3844000,1.3904000,2180426
GBPUSD,D,20180308,000000,1.3904000,1.3910000,1.3780000,1.3813000,2101260
GBPUSD,D,20180309,000000,1.3813000,1.3889000,1.3786000,1.3847000,2060404
GBPUSD,D,20180310,000000,1.3846000,1.3855000,1.3842000,1.3851000,42019
GBPUSD,D,20180311,000000,1.3851000,1.3855000,1.3845000,1.3852000,177
GBPUSD,D,20180312,000000,1.3849000,1.3918000,1.3840000,1.3905000,1246356
GBPUSD,D,20180313,000000,1.3904000,1.3995000,1.3873000,1.3960000,1465830
GBPUSD,D,20180314,000000,1.3959000,1.3996000,1.3924000,1.3960000,1388912
GBPUSD,D,20180315,000000,1.3961000,1.3989000,1.3920000,1.3935000,1375793
GBPUSD,D,20180316,000000,1.3935000,1.3981000,1.3888000,1.3943000,1102184
GBPUSD,D,20180317,000000,1.3941000,1.3941000,1.3941000,1.3941000,1
GBPUSD,D,20180318,000000,1.3943000,1.3946000,1.3933000,1.3936000,289
GBPUSD,D,20180319,000000,1.3942000,1.4088000,1.3911000,1.4024000,1555262
GBPUSD,D,20180320,000000,1.4024000,1.4067000,1.3982000,1.3997000,1528531
GBPUSD,D,20180321,000000,1.3997000,1.4151000,1.3993000,1.4139000,1813166
GBPUSD,D,20180322,000000,1.4139000,1.4220000,1.4074000,1.4096000,1784490
GBPUSD,D,20180323,000000,1.4096000,1.4172000,1.4084000,1.4130000,1742407
GBPUSD,D,20180324,000000,1.4129000,1.4134000,1.4128000,1.4134000,74
GBPUSD,D,20180325,000000,1.4139000,1.4140000,1.4133000,1.4138000,138
GBPUSD,D,20180326,000000,1.4135000,1.4245000,1.4129000,1.4226000,1652347
GBPUSD,D,20180327,000000,1.4227000,1.4244000,1.4064000,1.4156000,1857904
GBPUSD,D,20180328,000000,1.4157000,1.4201000,1.4069000,1.4076000,1930470
GBPUSD,D,20180329,000000,1.4076000,1.4097000,1.4009000,1.4017000,1763586
GBPUSD,D,20180330,000000,1.4018000,1.4060000,1.4008000,1.4015000,1156293
GBPUSD,D,20180331,000000,1.4010000,1.4010000,1.4010000,1.4010000,1
GBPUSD,D,20180401,000000,1.4024000,1.4026000,1.4020000,1.4020000,37
GBPUSD,D,20180402,000000,1.4025000,1.4078000,1.4016000,1.4044000,1068621
GBPUSD,D,20180403,000000,1.4043000,1.4089000,1.4020000,1.4056000,1673388
GBPUSD,D,20180404,000000,1.4054000,1.4097000,1.4014000,1.4076000,1767401
GBPUSD,D,20180405,000000,1.4076000,1.4097000,1.3964000,1.4001000,1583122
GBPUSD,D,20180406,000000,1.4001000,1.4106000,1.3981000,1.4084000,1724999
GBPUSD,D,20180407,000000,1.4086000,1.4089000,1.4084000,1.4089000,15
GBPUSD,D,20180408,000000,1.4095000,1.4099000,1.4082000,1.4088000,283
GBPUSD,D,20180409,000000,1.4091000,1.4165000,1.4077000,1.4128000,1531830
GBPUSD,D,20180410,000000,1.4129000,1.4188000,1.4118000,1.4174000,1691119
GBPUSD,D,20180411,000000,1.4173000,1.4223000,1.4159000,1.4175000,1633075
GBPUSD,D,20180412,000000,1.4173000,1.4247000,1.4144000,1.4227000,1759550
GBPUSD,D,20180413,000000,1.4225000,1.4297000,1.4219000,1.4236000,1476903
GBPUSD,D,20180414,000000,1.4236000,1.4236000,1.4236000,1.4236000,1
GBPUSD,D,20180415,000000,1.4250000,1.4254000,1.4240000,1.4247000,57
GBPUSD,D,20180416,000000,1.4248000,1.4344000,1.4227000,1.4337000,1434650
