<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AUDUSD,D,20180930,000000,0.7214000,0.7229400,0.7210000,0.7225000,161
AUDUSD,D,20181001,000000,0.7224600,0.7232000,0.7204000,0.7219800,1134980
AUDUSD,D,20181002,000000,0.7218600,0.7238100,0.7159000,0.7188000,1357991
AUDUSD,D,20181003,000000,0.7188000,0.7196800,0.7099000,0.7099300,1345886
AUDUSD,D,20181004,000000,0.7098400,0.7112000,0.7063000,0.7073000,1444178
AUDUSD,D,20181005,000000,0.7073300,0.7087000,0.7039000,0.7048500,1403693
AUDUSD,D,20181006,000000,0.7050000,0.7052000,0.7048700,0.7051200,14
AUDUSD,D,20181007,000000,0.7049000,0.7060100,0.7045000,0.7051800,559
AUDUSD,D,20181008,000000,0.7052100,0.7081400,0.7039000,0.7075300,1234407
AUDUSD,D,20181009,000000,0.7076000,0.7106100,0.7051000,0.7101500,1399255
AUDUSD,D,20181010,000000,0.7101000,0.7130500,0.7041000,0.7053000,1494014
AUDUSD,D,20181011,000000,0.7051000,0.7129200,0.7042800,0.7122900,2127746
AUDUSD,D,20181012,000000,0.7122900,0.7139700,0.7099000,0.7109500,1648492
AUDUSD,D,20181013,000000,0.7112000,0.7112000,0.7111500,0.7111500,2
AUDUSD,D,20181014,000000,0.7111600,0.7115100,0.7104000,0.7110000,391
AUDUSD,D,20181015,000000,0.7110000,0.7148900,0.7097000,0.7128600,1430701
AUDUSD,D,20181016,000000,0.7128600,0.7151100,0.7109000,0.7140700,1348718
AUDUSD,D,20181017,000000,0.7141000,0.7159700,0.7104000,0.7107600,1414415
AUDUSD,D,20181018,000000,0.7108500,0.7150900,0.7094000,0.7098400,1610430
AUDUSD,D,20181019,000000,0.7098900,0.7150200,0.7087000,0.7113700,1605845
AUDUSD,D,20181020,000000,0.7116000,0.7116500,0.7114000,0.7116500,13
AUDUSD,D,20181021,000000,0.7108000,0.7121000,0.7101000,0.7112000,358
AUDUSD,D,20181022,000000,0.7113000,0.7125500,0.7073000,0.7079400,1361979
AUDUSD,D,20181023,000000,0.7080900,0.7090800,0.7053000,0.7083800,1617980
AUDUSD,D,20181024,000000,0.7083900,0.7106300,0.7057000,0.7058800,1677524
AUDUSD,D,20181025,000000,0.7058800,0.7099500,0.7053000,0.7078000,1652525
AUDUSD,D,20181026,000000,0.7080100,0.7104200,0.7018000,0.7089600,1869206
AUDUSD,D,20181027,000000,0.7090000,0.7090000,0.7085000,0.7085000,3
AUDUSD,D,20181028,000000,0.7078000,0.7098000,0.7078000,0.7095500,229
AUDUSD,D,20181029,000000,0.7095500,0.7108900,0.7048000,0.7051400,1588772
AUDUSD,D,20181030,000000,0.7054800,0.7122100,0.7049100,0.7104800,1559186
AUDUSD,D,20181031,000000,0.7104900,0.7107000,0.7066000,0.7072500,1474016
AUDUSD,D,20181101,000000,0.7072500,0.7212500,0.7069200,0.7204600,1513424
AUDUSD,D,20181102,000000,0.7204900,0.7258400,0.7179000,0.7193000,1697328
AUDUSD,D,20181103,000000,0.7191000,0.7198000,0.7189000,0.7198000,18
AUDUSD,D,20181104,000000,0.7197000,0.7200300,0.7177300,0.7186000,343
AUDUSD,D,20181105,000000,0.7183500,0.7217800,0.7180000,0.7211200,1327678
AUDUSD,D,20181106,000000,0.7211300,0.7240800,0.7202000,0.7224400,1373999
AUDUSD,D,20181107,000000,0.7224400,0.7300000,0.7211000,0.7278100,1728200
AUDUSD,D,20181108,000000,0.7278100,0.7302600,0.7244000,0.7254300,1699911
AUDUSD,D,20181109,000000,0.7254400,0.7270700,0.7216000,0.7227100,1712310
AUDUSD,D,20181110,000000,0.7227400,0.7230800,0.7218800,0.7222700,20578
AUDUSD,D,20181111,000000,0.7216000,0.7216000,0.7208000,0.7212000,98
AUDUSD,D,20181112,000000,0.7212000,0.7237600,0.7179000,0.7181300,1460613
AUDUSD,D,20181113,000000,0.7181300,0.7224200,0.7161000,0.7210100,1709349
AUDUSD,D,20181114,000000,0.7210100,0.7253700,0.7185000,0.7239400,1786843
AUDUSD,D,20181115,000000,0.7239400,0.7298300,0.7224000,0.7278400,1805051
AUDUSD,D,20181116,000000,0.7278900,0.7335300,0.7247000,0.7334300,1553031
AUDUSD,D,20181117,000000,0.7334300,0.7338000,0.7325200,0.7327700,27282
AUDUSD,D,20181118,000000,0.7314000,0.7318000,0.7299000,0.7305000,432
AUDUSD,D,20181119,000000,0.7305400,0.7325600,0.7274000,0.7291400,1289769
AUDUSD,D,20181120,000000,0.7291400,0.7300600,0.7210000,0.7220000,1654327
AUDUSD,D,20181121,000000,0.7219800,0.7277200,0.7200000,0.7260900,1489135
AUDUSD,D,20181122,000000,0.7260300,0.7268000,0.7231000,0.7250300,1043445
AUDUSD,D,20181123,000000,0.7251200,0.7258000,0.7216000,0.7229200,1170312
AUDUSD,D,20181124,000000,0.7229600,0.7238000,0.7223800,0.7234000,18324
AUDUSD,D,20181125,000000,0.7229800,0.7235000,0.7222000,0.7229000,147
AUDUSD,D,20181126,000000,0.7231300,0.7276100,0.7222000,0.7229500,1233998
AUDUSD,D,20181127,000000,0.7229600,0.7269200,0.7197000,0.7228100,1471162
AUDUSD,D,20181128,000000,0.7228000,0.7327900,0.7218000,0.7310100,1406210
AUDUSD,D,20181129,000000,0.7309700,0.7344400,0.7292000,0.7316300,1489919
AUDUSD,D,20181130,000000,0.7316300,0.7326000,0.7282000,0.7308700,1343307
AUDUSD,D,20181201,000000,0.7307900,0.7315000,0.7301000,0.7306000,26779
AUDUSD,D,20181202,000000,0.7375500,0.7382100,0.7366000,0.7377000,592
AUDUSD,D,20181203,000000,0.7375000,0.7393500,0.7343000,0.7352400,1352518
AUDUSD,D,20181204,000000,0.7351000,0.7393400,0.7324000,0.7335600,1638916
AUDUSD,D,20181205,000000,0.7335300,0.7356000,0.7257000,0.7268700,1202905
AUDUSD,D,20181206,000000,0.7268900,0.7273700,0.7190700,0.7236300,1874673
AUDUSD,D,20181207,000000,0.7236300,0.7241900,0.7196000,0.7206000,1631308
AUDUSD,D,20181208,000000,0.7205600,0.7206500,0.7192900,0.7200000,37546
AUDUSD,D,20181209,000000,0.7191500,0.7191500,0.7170000,0.7175300,445
AUDUSD,D,20181210,000000,0.7173000,0.7226700,0.7172000,0.7185200,1639128
AUDUSD,D,20181211,000000,0.7185300,0.7225000,0.7180700,0.7203400,1575642
AUDUSD,D,20181212,000000,0.7203400,0.7237900,0.7192300,0.7217600,1604309
AUDUSD,D,20181213,000000,0.7217500,0.7246600,0.7207000,0.7225700,1440890
AUDUSD,D,20181214,000000,0.7225700,0.7228400,0.7149000,0.7178700,1476561
AUDUSD,D,20181215,000000,0.7178800,0.7181000,0.7170000,0.7180000,29351
AUDUSD,D,20181216,000000,0.7172000,0.7176300,0.7168000,0.7173400,101
AUDUSD,D,20181217,000000,0.7174300,0.7187200,0.7166000,0.7175400,1314873
AUDUSD,D,20181218,000000,0.7176000,0.7203500,0.7162000,0.7180500,1506247
AUDUSD,D,20181219,000000,0.7180500,0.7200600,0.7085000,0.7105200,1671953
AUDUSD,D,20181220,000000,0.7105700,0.7148800,0.7083000,0.7116300,1875536
AUDUSD,D,20181221,000000,0.7116300,0.7123500,0.7037000,0.7040700,1589776
AUDUSD,D,20181222,000000,0.7040000,0.7044300,0.7026700,0.7041100,29778
AUDUSD,D,20181223,000000,0.7036000,0.7042500,0.7032000,0.7040000,273
AUDUSD,D,20181224,000000,0.7040000,0.7069000,0.7031000,0.7044600,1224417
AUDUSD,D,20181225,000000,0.7045200,0.7063700,0.7028900,0.7035000,37920
AUDUSD,D,20181226,000000,0.7035000,0.7071500,0.7028600,0.7070000,930803
AUDUSD,D,20181227,000000,0.7070000,0.7077700,0.7014000,0.7033400,1767905
AUDUSD,D,20181228,000000,0.7033800,0.7069100,0.7024000,0.7038300,1489325
AUDUSD,D,20181229,000000,0.7038100,0.7041500,0.7032000,0.7041000,19460
AUDUSD,D,20181230,000000,0.7049000,0.7058500,0.7047000,0.7052000,265
AUDUSD,D,20181231,000000,0.7052000,0.7071200,0.7031000,0.7043500,1120857
AUDUSD,D,20190101,000000,0.7043600,0.7056800,0.7025000,0.7055000,15629
AUDUSD,D,20190102,000000,0.7054000,0.7056500,0.6980000,0.6999100,1522048
AUDUSD,D,20190103,000000,0.6999500,0.7019300,0.6738500,0.7002100,1886283
AUDUSD,D,20190104,000000,0.7002000,0.7124600,0.6991000,0.7115200,1709128
AUDUSD,D,20190105,000000,0.7115200,0.7122200,0.7110000,0.7116500,24200
AUDUSD,D,20190106,000000,0.7113000,0.7125400,0.7109000,0.7122000,330
AUDUSD,D,20190107,000000,0.7123800,0.7149700,0.7106800,0.7144200,1293039
AUDUSD,D,20190108,000000,0.7143600,0.7149500,0.7114000,0.7138700,1317271
AUDUSD,D,20190109,000000,0.7138500,0.7193900,0.7132000,0.7180800,1383280
AUDUSD,D,20190110,000000,0.7180900,0.7197600,0.7143000,0.7183000,1289434
AUDUSD,D,20190111,000000,0.7183100,0.7235100,0.7179000,0.7203200,1281471
AUDUSD,D,20190112,000000,0.7202900,0.7216300,0.7201000,0.7215000,27979
AUDUSD,D,20190113,000000,0.7210000,0.7214900,0.7204000,0.7212000,344
AUDUSD,D,20190114,000000,0.7213300,0.7217800,0.7173000,0.7197200,1063277
AUDUSD,D,20190115,000000,0.7196500,0.7226000,0.7177000,0.7199200,1260831
AUDUSD,D,20190116,000000,0.7199800,0.7212200,0.7159000,0.7172200,1048036
AUDUSD,D,20190117,000000,0.7172600,0.7221300,0.7144000,0.7196400,1124582
AUDUSD,D,20190118,000000,0.7195000,0.7214500,0.7159000,0.7167800,1062821
AUDUSD,D,20190119,000000,0.7167000,0.7172400,0.7157600,0.7167000,26645
AUDUSD,D,20190120,000000,0.7179700,0.7184500,0.7162000,0.7164000,260
AUDUSD,D,20190121,000000,0.7165900,0.7181900,0.7137000,0.7158400,919644
AUDUSD,D,20190122,000000,0.7158400,0.7160300,0.7113000,0.7117900,1038398
AUDUSD,D,20190123,000000,0.7117400,0.7144100,0.7114000,0.7142700,1073514
AUDUSD,D,20190124,000000,0.7143000,0.7166600,0.7078000,0.7092500,1226663
AUDUSD,D,20190125,000000,0.7092500,0.7184000,0.7073000,0.7183200,1215808
AUDUSD,D,20190126,000000,0.7183100,0.7185200,0.7174000,0.7178000,24701
AUDUSD,D,20190127,000000,0.7176000,0.7177900,0.7166000,0.7169000,256
AUDUSD,D,20190128,000000,0.7169300,0.7204000,0.7158000,0.7168200,953568
AUDUSD,D,20190129,000000,0.7168300,0.7176200,0.7136000,0.7150100,1080181
AUDUSD,D,20190130,000000,0.7149800,0.7273000,0.7145000,0.7248700,1322693
AUDUSD,D,20190131,000000,0.7248800,0.7295300,0.7238000,0.7268000,1338525
AUDUSD,D,20190201,000000,0.7268000,0.7284300,0.7234000,0.7250200,1202901
AUDUSD,D,20190202,000000,0.7250500,0.7251100,0.7242000,0.7250000,22095
AUDUSD,D,20190203,000000,0.7244000,0.7249000,0.7243000,0.7248300,239
AUDUSD,D,20190204,000000,0.7248000,0.7254100,0.7207000,0.7224500,985730
AUDUSD,D,20190205,000000,0.7224800,0.7264500,0.7190000,0.7235100,1059099
AUDUSD,D,20190206,000000,0.7235100,0.7245700,0.7106000,0.7118500,1232619
AUDUSD,D,20190207,000000,0.7118500,0.7119400,0.7086000,0.7103200,1158066
AUDUSD,D,20190208,000000,0.7103400,0.7104400,0.7057000,0.7086600,1116408
AUDUSD,D,20190209,000000,0.7085900,0.7090000,0.7082000,0.7088000,20089
AUDUSD,D,20190210,000000,0.7087000,0.7090500,0.7085000,0.7086000,107
AUDUSD,D,20190211,000000,0.7086000,0.7107900,0.7053000,0.7063000,1389076
AUDUSD,D,20190212,000000,0.7063200,0.7102600,0.7050000,0.7098000,1494271
AUDUSD,D,20190213,000000,0.7098000,0.7136000,0.7084000,0.7088200,1647884
AUDUSD,D,20190214,000000,0.7088200,0.7131700,0.7071000,0.7099200,1937969
AUDUSD,D,20190215,000000,0.7099600,0.7148500,0.7076000,0.7141400,1776464
AUDUSD,D,20190216,000000,0.7141400,0.7143000,0.7134000,0.7142000,22861
AUDUSD,D,20190217,000000,0.7139000,0.7139000,0.7128000,0.7135900,205
AUDUSD,D,20190218,000000,0.7134000,0.7160700,0.7121000,0.7132300,1353338
AUDUSD,D,20190219,000000,0.7132400,0.7173900,0.7100000,0.7166400,1671100
AUDUSD,D,20190220,000000,0.7166400,0.7182900,0.7137000,0.7162000,1827760
AUDUSD,D,20190221,000000,0.7162500,0.7206900,0.7067000,0.7099100,2140636
AUDUSD,D,20190222,000000,0.7099600,0.7150400,0.7079000,0.7130700,1866498
AUDUSD,D,20190223,000000,0.7130800,0.7133000,0.7122000,0.7122000,22145
AUDUSD,D,20190224,000000,0.7128600,0.7139000,0.7124400,0.7137900,266
AUDUSD,D,20190225,000000,0.7138000,0.7184300,0.7127700,0.7169000,1684306
AUDUSD,D,20190226,000000,0.7170700,0.7194600,0.7139000,0.7188400,1617839
AUDUSD,D,20190227,000000,0.7188600,0.7199000,0.7125000,0.7137800,1678590
AUDUSD,D,20190228,000000,0.7137600,0.7166300,0.7086000,0.7093000,1750433
AUDUSD,D,20190301,000000,0.7093000,0.7121600,0.7066000,0.7074900,1443042
AUDUSD,D,20190302,000000,0.7075600,0.7081600,0.7070000,0.7075500,25008
AUDUSD,D,20190303,000000,0.7079000,0.7116500,0.7079000,0.7116000,476
AUDUSD,D,20190304,000000,0.7113000,0.7116000,0.7071000,0.7090200,1658459
AUDUSD,D,20190305,000000,0.7090500,0.7096700,0.7055000,0.7085400,1513214
AUDUSD,D,20190306,000000,0.7085400,0.7092200,0.7017000,0.7028500,1610053
AUDUSD,D,20190307,000000,0.7028100,0.7051600,0.7001000,0.7008000,1446714
AUDUSD,D,20190308,000000,0.7008300,0.7052400,0.6999000,0.7044300,1513127
AUDUSD,D,20190309,000000,0.7044300,0.7050000,0.7040000,0.7050000,17313
AUDUSD,D,20190310,000000,0.7035000,0.7048500,0.7025000,0.7033000,359
AUDUSD,D,20190311,000000,0.7028700,0.7076600,0.7023000,0.7067400,836776
AUDUSD,D,20190312,000000,0.7068100,0.7091800,0.7056000,0.7080100,972908
AUDUSD,D,20190313,000000,0.7081100,0.7098000,0.7046000,0.7093700,871453
AUDUSD,D,20190314,000000,0.7093700,0.7097700,0.7039000,0.7063100,959791
AUDUSD,D,20190315,000000,0.7062600,0.7097400,0.7059000,0.7081500,895569
AUDUSD,D,20190316,000000,0.7084700,0.7091000,0.7084700,0.7088000,63
AUDUSD,D,20190317,000000,0.7082000,0.7087000,0.7078000,0.7087000,261
AUDUSD,D,20190318,000000,0.7085800,0.7119700,0.7076000,0.7102300,823334
AUDUSD,D,20190319,000000,0.7102700,0.7110800,0.7083000,0.7087400,777758
AUDUSD,D,20190320,000000,0.7087100,0.7149800,0.7055000,0.7114600,1045799
AUDUSD,D,20190321,000000,0.7114300,0.7168200,0.7087000,0.7110600,1192723
AUDUSD,D,20190322,000000,0.7109800,0.7118900,0.7073000,0.7078800,1228279
AUDUSD,D,20190323,000000,0.7078600,0.7084000,0.7078600,0.7084000,63
AUDUSD,D,20190324,000000,0.7078000,0.7085000,0.7074000,0.7078000,261
AUDUSD,D,20190325,000000,0.7077400,0.7117000,0.7063000,0.7110400,1013547
AUDUSD,D,20190326,000000,0.7112300,0.7147700,0.7105000,0.7133200,990293
AUDUSD,D,20190327,000000,0.7133900,0.7142100,0.7066000,0.7082800,1106893
AUDUSD,D,20190328,000000,0.7082600,0.7106100,0.7062000,0.7071800,1054178
AUDUSD,D,20190329,000000,0.7072300,0.7104800,0.7068900,0.7094800,992726
AUDUSD,D,20190330,000000,0.7094000,0.7096400,0.7094000,0.7094000,61
AUDUSD,D,20190331,000000,0.7117500,0.7128000,0.7110000,0.7117000,590
AUDUSD,D,20190401,000000,0.7119000,0.7132000,0.7102000,0.7111000,900861
AUDUSD,D,20190402,000000,0.7111300,0.7130100,0.7050000,0.7070200,980770
AUDUSD,D,20190403,000000,0.7070800,0.7129800,0.7051000,0.7112000,855880
AUDUSD,D,20190404,000000,0.7111900,0.7127300,0.7095000,0.7110800,860140
AUDUSD,D,20190405,000000,0.7110700,0.7131800,0.7089000,0.7100600,792459
AUDUSD,D,20190406,000000,0.7105000,0.7105000,0.7105000,0.7105000,1
AUDUSD,D,20190407,000000,0.7104800,0.7105700,0.7100000,0.7102000,119
AUDUSD,D,20190408,000000,0.7101600,0.7130800,0.7085000,0.7126100,735725
AUDUSD,D,20190409,000000,0.7124900,0.7152200,0.7116000,0.7121000,694781
AUDUSD,D,20190410,000000,0.7120800,0.7174800,0.7107000,0.7167900,848298
AUDUSD,D,20190411,000000,0.7168500,0.7172000,0.7114000,0.7122000,788256
AUDUSD,D,20190412,000000,0.7122900,0.7192200,0.7113000,0.7168000,839041
AUDUSD,D,20190413,000000,0.7170800,0.7171000,0.7170000,0.7170000,3
AUDUSD,D,20190414,000000,0.7176300,0.7178900,0.7170000,0.7178000,153
AUDUSD,D,20190415,000000,0.7175000,0.7182100,0.7162000,0.7172300,664580
AUDUSD,D,20190416,000000,0.7172400,0.7179200,0.7137000,0.7173000,809562
AUDUSD,D,20190417,000000,0.7173100,0.7206000,0.7152000,0.7178200,797622
AUDUSD,D,20190418,000000,0.7179000,0.7199300,0.7134000,0.7147800,756754
AUDUSD,D,20190419,000000,0.7150700,0.7158800,0.7141000,0.7148700,397357
AUDUSD,D,20190420,000000,0.7152700,0.7152700,0.7152000,0.7152000,2
AUDUSD,D,20190421,000000,0.7149300,0.7152800,0.7147900,0.7149000,4
AUDUSD,D,20190422,000000,0.7148100,0.7153600,0.7126000,0.7130500,461561
AUDUSD,D,20190423,000000,0.7133700,0.7139600,0.7078000,0.7102000,667882
AUDUSD,D,20190424,000000,0.7100100,0.7102300,0.7002000,0.7012900,835138
AUDUSD,D,20190425,000000,0.7013900,0.7023000,0.6986000,0.7013300,739823
AUDUSD,D,20190426,000000,0.7012600,0.7061300,0.7005000,0.7037000,784759
AUDUSD,D,20190428,000000,0.7042600,0.7043300,0.7033000,0.7034000,211
AUDUSD,D,20190429,000000,0.7035600,0.7060800,0.7033000,0.7054600,546705
AUDUSD,D,20190430,000000,0.7055200,0.7069200,0.7029000,0.7046300,733442
AUDUSD,D,20190501,000000,0.7049300,0.7061100,0.7005000,0.7013600,651282
AUDUSD,D,20190502,000000,0.7013600,0.7029300,0.6991000,0.6993100,728914
AUDUSD,D,20190503,000000,0.6993100,0.7024500,0.6982000,0.7021000,674481
AUDUSD,D,20190504,000000,0.7022100,0.7022100,0.7021000,0.7021000,3
AUDUSD,D,20190505,000000,0.6978000,0.6998000,0.6961000,0.6973600,95060
AUDUSD,D,20190506,000000,0.6973100,0.7002800,0.6960000,0.6992300,829831
AUDUSD,D,20190507,000000,0.6991700,0.7048200,0.6977500,0.7007800,918361
AUDUSD,D,20190508,000000,0.7007900,0.7026900,0.6983000,0.6991200,920224
AUDUSD,D,20190509,000000,0.6991400,0.6998000,0.6962000,0.6987400,983335
AUDUSD,D,20190510,000000,0.6987400,0.7018700,0.6977000,0.7003800,1060236
AUDUSD,D,20190511,000000,0.7000900,0.7003800,0.7000000,0.7003800,3
AUDUSD,D,20190512,000000,0.7002000,0.7003600,0.6981000,0.6983500,62444
AUDUSD,D,20190513,000000,0.6983500,0.6986300,0.6937000,0.6944400,915344
AUDUSD,D,20190514,000000,0.6944600,0.6959500,0.6932000,0.6937400,820353
AUDUSD,D,20190515,000000,0.6937700,0.6938300,0.6912000,0.6925600,874547
AUDUSD,D,20190516,000000,0.6925600,0.6933000,0.6885000,0.6891400,810593
AUDUSD,D,20190517,000000,0.6890900,0.6897200,0.6862000,0.6870900,798354
AUDUSD,D,20190518,000000,0.6864700,0.6870900,0.6864000,0.6870900,6
AUDUSD,D,20190519,000000,0.6924000,0.6936200,0.6888000,0.6901600,60765
AUDUSD,D,20190520,000000,0.6900800,0.6934200,0.6896000,0.6919800,780393
AUDUSD,D,20190521,000000,0.6919800,0.6924000,0.6863000,0.6882500,855776
AUDUSD,D,20190522,000000,0.6882600,0.6896700,0.6869000,0.6876900,756213
AUDUSD,D,20190523,000000,0.6876900,0.6904100,0.6862000,0.6897800,842498
AUDUSD,D,20190524,000000,0.6897800,0.6934600,0.6878000,0.6923000,707611
AUDUSD,D,20190525,000000,0.6922000,0.6925700,0.6922000,0.6923000,94
AUDUSD,D,20190526,000000,0.6920800,0.6937200,0.6920800,0.6929200,44211
AUDUSD,D,20190527,000000,0.6929600,0.6938500,0.6911000,0.6919900,575617
AUDUSD,D,20190528,000000,0.6919800,0.6935800,0.6913000,0.6924800,811264
AUDUSD,D,20190529,000000,0.6924900,0.6931600,0.6902000,0.6918000,864180
AUDUSD,D,20190530,000000,0.6918400,0.6936800,0.6897000,0.6904900,786382
AUDUSD,D,20190531,000000,0.6904900,0.6944200,0.6899000,0.6933300,967050
AUDUSD,D,20190601,000000,0.6936000,0.6936000,0.6933300,0.6933300,2
AUDUSD,D,20190602,000000,0.6931300,0.6937800,0.6923000,0.6928500,104616
AUDUSD,D,20190603,000000,0.6928600,0.6982600,0.6925000,0.6969800,1484914
AUDUSD,D,20190604,000000,0.6969400,0.7004000,0.6955100,0.6990400,1386597
AUDUSD,D,20190605,000000,0.6990700,0.7007500,0.6959400,0.6969500,1480957
AUDUSD,D,20190606,000000,0.6970000,0.6994400,0.6960000,0.6973700,1627401
AUDUSD,D,20190607,000000,0.6973500,0.7022200,0.6961000,0.6997000,1593463
AUDUSD,D,20190608,000000,0.6997900,0.7001000,0.6997000,0.6997000,3
AUDUSD,D,20190609,000000,0.7006300,0.7022200,0.6990000,0.6995300,87438
AUDUSD,D,20190610,000000,0.6995100,0.6999400,0.6954000,0.6960800,1517431
AUDUSD,D,20190611,000000,0.6960400,0.6966700,0.6944000,0.6960500,1549073
AUDUSD,D,20190612,000000,0.6960500,0.6963200,0.6922000,0.6929500,1634477
AUDUSD,D,20190613,000000,0.6929200,0.6938600,0.6898000,0.6910500,1520166
AUDUSD,D,20190614,000000,0.6909000,0.6914100,0.6858000,0.6871000,1316810
AUDUSD,D,20190615,000000,0.6871000,0.6871000,0.6871000,0.6871000,1
AUDUSD,D,20190616,000000,0.6868000,0.6880100,0.6866000,0.6877400,75656
AUDUSD,D,20190617,000000,0.6877200,0.6884600,0.6846000,0.6850900,1006390
AUDUSD,D,20190618,000000,0.6851600,0.6881900,0.6829000,0.6881100,1351411
AUDUSD,D,20190619,000000,0.6880700,0.6909100,0.6852000,0.6884900,1401300
AUDUSD,D,20190620,000000,0.6884500,0.6935900,0.6879000,0.6920600,1774188
AUDUSD,D,20190621,000000,0.6920400,0.6937900,0.6901000,0.6921000,1467092
AUDUSD,D,20190622,000000,0.6921000,0.6921000,0.6921000,0.6921000,1
AUDUSD,D,20190623,000000,0.6925000,0.6946800,0.6923000,0.6945900,119766
AUDUSD,D,20190624,000000,0.6945900,0.6969400,0.6940000,0.6964700,1349498
AUDUSD,D,20190625,000000,0.6965600,0.6978300,0.6940000,0.6960200,1981422
AUDUSD,D,20190626,000000,0.6960400,0.6994900,0.6949900,0.6984800,1480312
AUDUSD,D,20190627,000000,0.6984900,0.7008900,0.6981000,0.7004400,1291068
AUDUSD,D,20190628,000000,0.7004500,0.7023600,0.6995000,0.7018000,1170404
AUDUSD,D,20190629,000000,0.7017500,0.7023600,0.7017000,0.7018000,5
AUDUSD,D,20190630,000000,0.7027300,0.7034900,0.7018000,0.7022300,117817
AUDUSD,D,20190701,000000,0.7022500,0.7023800,0.6953000,0.6964500,1251574
AUDUSD,D,20190702,000000,0.6964500,0.7000300,0.6953600,0.6994100,1126858
AUDUSD,D,20190703,000000,0.6994100,0.7039300,0.6983000,0.7031400,968100
AUDUSD,D,20190704,000000,0.7034700,0.7048000,0.7012000,0.7024600,625300
AUDUSD,D,20190705,000000,0.7024400,0.7029000,0.6954000,0.6979800,1027809
AUDUSD,D,20190707,000000,0.6975300,0.6984000,0.6971000,0.6980900,38117
AUDUSD,D,20190708,000000,0.6980600,0.6994300,0.6963000,0.6971700,820691
AUDUSD,D,20190709,000000,0.6971700,0.6975000,0.6917000,0.6924900,915100
AUDUSD,D,20190710,000000,0.6925200,0.6969200,0.6907000,0.6957800,1171005
AUDUSD,D,20190711,000000,0.6957800,0.6988100,0.6951000,0.6973400,1212101
AUDUSD,D,20190712,000000,0.6974200,0.7024800,0.6967000,0.7016800,1049583
AUDUSD,D,20190713,000000,0.7017500,0.7018000,0.7017000,0.7017000,4
AUDUSD,D,20190715,000000,0.7022300,0.7040000,0.7008000,0.7037900,805344
AUDUSD,D,20190716,000000,0.7039300,0.7044600,0.7007000,0.7009000,1162794
AUDUSD,D,20190717,000000,0.7011600,0.7025000,0.6992000,0.7008600,1024576
AUDUSD,D,20190718,000000,0.7009500,0.7076600,0.7002000,0.7074400,1312232
AUDUSD,D,20190719,000000,0.7074400,0.7082100,0.7034000,0.7038300,1326037
AUDUSD,D,20190720,000000,0.7042000,0.7042000,0.7040000,0.7040000,2
AUDUSD,D,20190721,000000,0.7041000,0.7047000,0.7038000,0.7040000,7003
AUDUSD,D,20190722,000000,0.7039000,0.7057300,0.7027000,0.7033900,989194
AUDUSD,D,20190723,000000,0.7035100,0.7035800,0.6992000,0.7004000,1020000
AUDUSD,D,20190724,000000,0.7003600,0.7008300,0.6969000,0.6974900,1031968
AUDUSD,D,20190725,000000,0.6974700,0.6984300,0.6939000,0.6948500,1307837
AUDUSD,D,20190726,000000,0.6948400,0.6955200,0.6899000,0.6906700,950628
AUDUSD,D,20190727,000000,0.6908000,0.6908000,0.6908000,0.6908000,2
AUDUSD,D,20190728,000000,0.6915000,0.6917300,0.6902000,0.6905300,33744
AUDUSD,D,20190729,000000,0.6905300,0.6916500,0.6891000,0.6897700,674354
AUDUSD,D,20190730,000000,0.6898000,0.6908400,0.6865000,0.6874300,907062
AUDUSD,D,20190731,000000,0.6874500,0.6899400,0.6830000,0.6844900,1313561
AUDUSD,D,20190801,000000,0.6845000,0.6868100,0.6792000,0.6800900,1538451
AUDUSD,D,20190802,000000,0.6801600,0.6819000,0.6760000,0.6799000,1745518
AUDUSD,D,20190804,000000,0.6800800,0.6800800,0.6785000,0.6790400,45211
AUDUSD,D,20190805,000000,0.6790100,0.6804100,0.6745000,0.6762500,1739081
AUDUSD,D,20190806,000000,0.6762300,0.6800900,0.6750000,0.6761900,1654263
AUDUSD,D,20190807,000000,0.6762000,0.6782700,0.6673000,0.6756000,1927060
AUDUSD,D,20190808,000000,0.6756600,0.6822100,0.6743000,0.6809800,1496182
AUDUSD,D,20190809,000000,0.6810500,0.6818000,0.6776000,0.6787000,1225065
AUDUSD,D,20190811,000000,0.6789000,0.6789000,0.6772000,0.6776500,66591
AUDUSD,D,20190812,000000,0.6776600,0.6795700,0.6741000,0.6754700,1373031
AUDUSD,D,20190813,000000,0.6755700,0.6818400,0.6744000,0.6796600,1978029
AUDUSD,D,20190814,000000,0.6796000,0.6808800,0.6732000,0.6753700,2254455
AUDUSD,D,20190815,000000,0.6753800,0.6790500,0.6750000,0.6771700,2460063
AUDUSD,D,20190816,000000,0.6771600,0.6795300,0.6767000,0.6778000,1771279
AUDUSD,D,20190818,000000,0.6783200,0.6795600,0.6775000,0.6785400,103733
AUDUSD,D,20190819,000000,0.6785400,0.6789000,0.6751000,0.6754500,1231881
AUDUSD,D,20190820,000000,0.6755400,0.6795100,0.6752000,0.6772000,1317929
AUDUSD,D,20190821,000000,0.6773200,0.6799300,0.6769000,0.6784000,1159207
AUDUSD,D,20190822,000000,0.6783700,0.6784700,0.6747000,0.6755400,1405434
